,"('A', 0)","('A', 1)","('O', 0)","('O', 1)","('R', 0)","('R', 1)"
993,1,1,0,0,0,1
994,0,1,2,1,0,2
995,1,1,1,1,0,0
996,1,0,0,2,0,0
997,0,1,0,0,0,2
998,0,1,2,0,0,2
999,0,1,2,0,0,2
1000,0,1,2,0,0,2
1001,1,1,0,0,0,0
1002,1,1,0,1,0,1
1003,1,1,0,0,0,1
1004,0,1,2,0,0,2
1005,1,1,1,0,0,1
1006,0,1,2,0,0,2
1007,0,1,2,0,0,2
1008,1,1,0,0,0,1
1009,1,1,0,0,0,1
1010,0,1,2,0,0,2
1011,0,1,2,1,0,2
1012,1,1,0,0,0,1
1013,0,1,2,0,0,2
1014,0,1,0,1,0,2
1015,1,0,2,2,0,0
1016,1,1,0,1,0,1
1017,1,1,1,0,0,1
1018,0,1,2,0,0,2
1019,0,1,2,1,0,2
1020,0,1,2,0,0,2
1021,1,1,0,1,0,1
1022,1,1,0,0,0,1
1023,0,1,2,0,0,2
1024,0,1,2,1,0,2
1025,0,1,2,0,0,2
1026,1,1,0,0,0,1
1027,1,1,0,0,0,1
1028,0,1,2,0,0,2
1029,1,1,1,0,0,1
1030,1,1,0,0,0,1
1031,0,1,2,1,0,2
1032,1,1,0,0,0,1
1033,0,1,1,0,0,2
1034,1,1,1,0,0,0
1035,0,1,2,0,0,2
1036,0,1,2,1,0,2
1037,1,1,0,0,0,0
1038,1,1,1,0,0,1
1039,1,1,0,0,0,1
1040,0,1,2,1,0,2
1041,0,1,2,0,0,2
1042,1,1,0,0,0,1
1043,0,1,2,0,0,2
1044,1,1,0,1,0,1
1045,1,1,1,1,0,1
1046,1,1,1,0,0,1
1047,0,1,2,0,0,2
1048,0,1,2,0,0,2
1049,1,1,0,0,0,1
1050,1,1,1,0,0,0
1051,1,1,1,0,0,1
1052,1,1,1,1,0,1
1053,1,1,0,0,0,0
1054,0,1,2,0,0,2
1055,0,1,2,0,0,2
1056,0,1,2,1,0,2
1057,1,1,0,1,0,1
1058,0,1,0,0,0,2
1059,0,1,2,0,0,2
1060,0,1,2,2,0,2
1061,0,1,2,1,0,2
1062,1,0,1,2,0,0
1063,0,1,2,0,0,2
1064,1,0,0,2,0,0
1065,1,1,0,0,0,0
1066,0,1,2,1,0,2
1067,1,1,0,0,0,1
1068,0,1,2,0,0,2
1069,0,1,0,0,0,2
1070,0,1,2,0,0,2
1071,1,0,0,1,0,0
1072,1,1,1,0,0,1
1073,1,1,0,0,0,1
1074,1,1,1,0,0,1
1075,1,0,0,0,0,0
1076,1,1,0,1,0,1
1077,1,1,1,1,0,1
1078,0,1,2,0,0,2
1079,0,1,0,0,0,2
1080,1,1,0,0,0,1
1081,0,1,1,0,0,2
1082,0,1,2,0,0,2
1083,1,1,0,0,0,1
1084,0,1,2,0,0,2
1085,1,1,1,0,0,1
1086,0,1,0,0,0,2
1087,1,1,0,0,0,1
1088,0,1,2,0,0,2
1089,0,1,2,0,0,2
1090,1,1,0,0,0,1
1091,1,1,0,1,0,0
1092,0,1,2,1,0,2
1093,1,1,0,0,0,1
1094,1,1,1,0,0,0
1095,1,0,1,2,0,0
1096,0,1,0,0,0,2
1097,1,1,0,0,0,1
1098,0,1,2,0,0,2
1099,1,1,0,1,0,1
1100,0,1,2,0,0,2
1101,0,1,2,0,0,2
1102,0,1,2,1,0,2
1103,0,1,0,0,0,2
1104,1,0,0,2,0,0
1105,1,1,0,0,0,0
1106,1,1,0,1,0,1
1107,1,0,1,0,0,0
1108,1,1,0,0,0,1
1109,0,1,2,1,0,2
1110,1,1,0,0,0,0
1111,1,1,0,0,0,0
1112,1,1,0,0,0,1
1113,0,1,2,0,0,2
1114,0,1,2,0,0,2
1115,0,1,2,1,0,2
1116,1,1,0,0,0,1
1117,0,1,0,0,0,2
1118,0,1,2,0,0,2
1119,0,1,1,0,0,2
1120,1,1,1,1,0,1
1121,1,0,0,2,0,0
1122,1,1,1,0,0,1
1123,1,1,1,1,0,1
1124,0,1,2,0,0,2
1125,1,1,0,0,0,1
1126,0,1,2,0,0,2
1127,1,1,0,0,0,0
1128,1,0,0,2,0,0
1129,1,0,0,2,0,0
1130,1,0,1,2,0,0
1131,1,0,0,2,0,0
1132,1,1,1,0,0,1
1133,1,1,0,0,0,0
1134,1,0,0,2,0,0
1135,1,1,1,0,0,1
1136,1,0,0,2,0,0
1137,0,1,2,0,0,2
1138,0,1,0,0,0,2
1139,1,1,1,0,0,1
1140,0,1,2,1,0,2
1141,1,0,0,2,0,0
1142,1,1,0,1,0,1
1143,0,1,2,0,0,2
1144,1,1,0,0,0,1
1145,1,1,0,0,0,0
1146,0,1,1,0,0,2
1147,1,0,0,2,0,0
1148,1,1,1,0,0,1
1149,0,1,2,0,0,2
1150,1,1,0,1,0,1
1151,1,1,1,0,0,1
1152,0,1,2,1,0,2
1153,1,1,1,0,0,0
1154,0,1,2,1,0,2
1155,1,1,0,0,0,1
1156,0,1,2,1,0,2
1157,0,1,2,0,0,2
1158,1,0,0,2,0,0
1159,0,1,2,0,0,2
1160,0,1,2,0,0,2
1161,1,1,0,0,0,1
1162,0,1,2,0,0,2
1163,1,0,0,2,0,0
1164,1,1,1,0,0,0
1165,0,1,2,0,0,2
1166,0,1,2,1,0,2
1167,0,1,2,0,0,2
1168,0,1,2,0,0,2
1169,0,1,2,0,0,2
1170,0,1,2,0,0,2
1171,0,1,2,1,0,2
1172,1,1,0,0,0,1
1173,0,1,2,1,0,2
1174,1,1,1,0,0,1
1175,1,1,0,0,0,0
1176,1,1,0,1,0,0
1177,0,1,2,1,0,2
1178,1,1,1,0,0,1
1179,0,1,2,0,0,2
1180,1,1,1,0,0,1
1181,0,1,2,0,0,2
1182,0,1,2,1,0,2
1183,0,1,2,0,0,2
1184,0,1,0,0,0,2
1185,1,1,1,0,0,0
1186,1,1,2,0,0,1
1187,0,1,0,0,0,2
1188,0,1,2,0,0,2
1189,1,1,0,0,0,0
1190,1,1,0,0,0,0
1191,0,1,2,0,0,2
1192,0,1,2,0,0,2
1193,1,1,0,0,0,1
1194,1,1,0,0,0,1
1195,1,0,0,2,0,0
1196,0,1,2,1,0,2
1197,0,1,2,0,0,2
1198,1,1,0,0,0,1
1199,1,0,0,2,0,0
1200,0,1,2,0,0,2
1201,1,1,0,1,0,1
1202,0,1,2,0,0,2
1203,0,1,2,0,0,2
1204,1,0,0,0,0,0
1205,0,1,1,1,0,2
1206,0,1,2,0,0,2
1207,0,1,2,0,0,2
1208,1,0,0,2,0,0
1209,0,1,2,1,0,2
1210,0,1,1,0,0,2
1211,1,0,1,2,0,0
1212,0,1,2,0,0,2
1213,1,1,0,0,0,1
1214,0,1,2,1,0,2
1215,0,1,2,1,0,2
1216,0,1,2,0,0,2
1217,0,1,2,0,0,2
1218,1,1,0,0,0,1
1219,0,1,2,0,0,2
1220,1,1,0,0,0,0
1221,1,0,1,1,0,0
1222,0,1,2,0,0,2
1223,0,1,2,0,0,2
1224,1,1,0,0,0,1
1225,0,1,2,1,0,2
1226,0,1,2,0,0,2
1227,1,0,1,2,0,0
1228,0,1,2,0,0,2
1229,1,1,0,0,0,1
1230,1,1,1,0,0,1
1231,0,1,2,1,0,2
1232,0,1,2,0,0,2
1233,1,1,0,0,0,1
1234,1,1,0,1,0,1
1235,0,1,2,0,0,2
1236,0,1,0,0,0,2
1237,0,1,2,0,0,2
1238,0,1,1,0,0,2
1239,1,1,0,0,0,1
1240,0,1,2,0,0,2
1241,0,1,2,0,0,2
1242,1,1,0,0,0,0
1243,1,1,0,0,0,1
1244,1,1,0,0,0,0
1245,1,1,0,1,0,1
1246,1,0,0,2,0,0
1247,1,1,0,0,0,1
1248,0,1,2,0,0,2
1249,0,1,2,0,0,2
1250,1,0,0,2,0,0
1251,0,1,2,0,0,2
1252,0,1,1,1,0,2
1253,0,1,2,1,0,2
1254,1,1,1,0,0,1
1255,0,1,2,0,0,2
1256,1,1,0,0,0,1
1257,1,1,1,1,0,1
1258,1,1,0,0,0,0
1259,0,1,0,0,0,2
1260,0,1,2,0,0,2
1261,0,1,2,0,0,2
1262,1,1,0,0,0,1
1263,0,1,2,0,0,2
1264,1,1,2,0,0,1
1265,1,1,0,0,0,0
1266,1,0,1,2,0,0
1267,1,1,0,0,0,0
1268,0,1,2,0,0,2
1269,1,0,0,2,0,0
1270,0,1,2,0,0,2
1271,0,1,2,1,0,2
1272,0,1,2,1,0,2
1273,1,1,1,1,0,1
1274,0,1,2,0,0,2
1275,1,1,0,0,0,1
1276,0,1,2,1,0,2
1277,0,1,2,0,0,2
1278,1,0,0,2,0,0
1279,1,1,1,1,0,1
1280,1,1,1,0,0,1
1281,0,1,2,0,0,2
1282,1,1,0,0,0,1
1283,0,1,2,0,0,2
1284,0,1,2,1,0,2
1285,0,1,2,1,0,2
1286,0,1,2,0,0,2
1287,1,1,0,0,0,0
1288,1,0,0,2,0,0
1289,1,1,0,0,0,1
1290,1,0,0,2,0,0
1291,0,1,0,0,0,2
1292,1,1,1,1,0,1
1293,0,1,2,0,0,2
1294,0,1,2,1,0,2
1295,0,1,2,0,0,2
1296,1,1,1,1,0,0
1297,0,1,0,0,0,2
1298,1,1,0,0,0,1
1299,1,1,0,2,0,1
1300,0,1,0,0,0,2
1301,0,1,2,0,0,2
1302,1,1,1,0,0,0
1303,0,1,2,1,0,2
1304,0,1,2,0,0,2
1305,1,1,0,0,0,1
1306,0,1,0,0,0,2
1307,1,0,0,2,0,0
1308,1,0,0,0,0,0
1309,1,1,1,0,0,1
1310,0,1,2,0,0,2
1311,0,1,2,1,0,2
1312,0,1,2,0,0,2
1313,0,1,2,0,0,2
1314,1,1,0,1,0,0
1315,0,1,2,1,0,2
1316,0,1,2,0,0,2
1317,0,1,2,0,0,2
1318,0,1,2,0,0,2
1319,0,1,2,0,0,2
1320,1,0,1,2,0,0
1321,0,1,0,1,0,2
1322,1,1,0,0,0,1
1323,1,1,0,1,0,1
1324,1,1,0,0,0,1
1325,1,0,1,2,0,0
1326,0,1,2,0,0,2
1327,1,1,0,0,0,1
1328,1,1,0,0,0,1
1329,0,1,2,0,0,2
1330,0,1,2,0,0,2
1331,1,1,0,0,0,1
1332,1,1,1,0,0,1
1333,1,1,0,0,0,1
1334,1,1,0,0,0,1
1335,0,1,2,0,0,2
1336,0,1,2,0,0,2
1337,1,1,0,1,0,1
1338,0,1,2,0,0,2
1339,0,1,2,0,0,2
1340,0,1,2,0,0,2
1341,0,1,2,0,0,2
1342,1,1,0,0,0,1
1343,1,1,1,0,0,1
1344,0,1,2,0,0,2
1345,0,1,2,0,0,2
1346,1,1,1,0,0,1
1347,0,1,2,0,0,2
1348,0,1,2,0,0,2
1349,0,1,2,0,0,2
1350,0,1,2,0,0,2
1351,0,1,2,0,0,2
1352,1,1,0,1,0,1
1353,0,1,2,0,0,2
1354,1,1,0,0,0,1
1355,1,1,1,0,0,1
1356,1,1,0,0,0,1
1357,1,1,0,0,0,1
1358,1,1,0,1,0,1
1359,0,1,0,0,0,2
1360,1,0,0,2,0,0
1361,1,1,1,0,0,0
1362,1,1,0,1,0,0
1363,0,1,2,2,0,2
1364,1,1,1,1,0,0
1365,1,0,0,2,0,0
1366,1,1,1,0,0,1
1367,0,1,2,0,0,2
1368,1,1,0,0,0,1
1369,1,1,0,1,0,1
1370,1,1,0,0,0,0
1371,1,1,2,1,0,1
1372,1,1,0,0,0,1
1373,0,1,0,0,0,2
1374,0,1,2,0,0,2
1375,0,1,2,0,0,2
1376,0,1,0,0,0,2
1377,0,1,2,1,0,2
1378,0,1,2,0,0,2
1379,1,1,0,0,0,0
1380,0,1,2,1,0,2
1381,0,1,1,1,0,2
1382,1,0,0,2,0,0
1383,0,1,2,0,0,2
1384,1,0,0,0,0,0
1385,1,1,0,1,0,1
1386,0,1,2,0,0,2
1387,1,1,1,0,0,1
1388,1,1,2,1,0,0
1389,1,1,0,0,0,1
1390,0,1,0,0,0,2
1391,0,1,2,0,0,2
1392,1,1,0,0,0,1
1393,1,1,0,1,0,0
1394,1,1,0,0,0,1
1395,0,1,2,0,0,2
1396,0,1,2,0,0,2
1397,0,1,2,1,0,2
1398,1,1,0,0,0,1
1399,0,1,2,1,0,2
1400,1,1,0,0,0,0
1401,1,1,0,1,0,1
1402,1,0,0,2,0,0
1403,1,1,0,0,0,1
1404,0,1,1,0,0,2
1405,1,1,0,1,0,0
1406,0,1,2,1,0,2
1407,0,1,2,0,0,2
1408,0,1,2,1,0,2
1409,0,1,2,0,0,2
1410,0,1,2,0,0,2
1411,1,1,0,0,0,1
1412,0,1,1,0,0,2
1413,1,1,0,0,0,1
1414,1,1,0,1,0,1
1415,1,0,0,2,0,0
1416,0,1,2,0,0,2
1417,1,1,0,1,0,1
1418,0,1,2,1,0,2
1419,1,0,1,2,0,0
1420,0,1,2,0,0,2
1421,0,1,2,1,0,2
1422,0,1,2,0,0,2
1423,0,1,2,0,0,2
1424,0,1,2,0,0,2
1425,1,1,0,0,0,1
1426,0,1,2,1,0,2
1427,0,1,2,1,0,2
1428,0,1,0,0,0,2
1429,0,1,2,0,0,2
1430,0,1,2,1,0,2
1431,1,0,0,1,0,0
1432,1,1,1,1,0,1
1433,0,1,2,0,0,2
1434,0,1,2,0,0,2
1435,0,1,2,0,0,2
1436,0,1,1,0,0,2
1437,1,1,0,0,0,1
1438,1,1,0,0,0,1
1439,1,1,0,1,0,1
1440,0,1,2,0,0,2
1441,1,1,0,1,0,1
1442,1,0,0,2,0,0
1443,1,1,0,0,0,1
1444,0,1,0,0,0,2
1445,1,1,0,1,0,1
1446,0,1,2,0,0,2
1447,0,1,2,0,0,2
1448,1,0,1,2,0,0
1449,1,1,0,1,0,0
1450,0,1,2,1,0,2
1451,1,0,0,0,0,0
1452,1,1,0,0,0,1
1453,1,1,0,0,0,0
1454,0,1,2,0,0,2
1455,1,0,0,2,0,0
1456,1,1,0,0,0,1
1457,0,1,2,0,0,2
1458,0,1,2,0,0,2
1459,0,1,2,0,0,2
1460,1,1,0,0,0,1
1461,1,1,0,1,0,0
1462,0,1,2,1,0,2
1463,0,1,2,0,0,2
1464,1,1,1,0,0,0
1465,0,1,2,0,0,2
1466,1,1,0,1,0,1
1467,0,1,1,0,0,2
1468,0,1,2,1,0,2
1469,0,1,2,0,0,2
1470,0,1,2,0,0,2
1471,0,1,2,1,0,2
1472,1,1,0,1,0,1
1473,1,1,0,1,0,1
1474,1,1,0,1,0,1
1475,0,1,2,0,0,2
1476,1,1,0,0,0,0
1477,1,1,0,0,0,1
1478,0,1,2,0,0,2
1479,0,1,0,0,0,2
1480,1,1,0,0,0,1
1481,1,1,0,0,0,1
1482,0,1,2,0,0,2
1483,1,0,0,2,0,0
1484,1,1,2,1,0,0
1485,1,1,1,1,0,1
1486,0,1,2,1,0,2
1487,0,1,1,0,0,2
1488,0,1,2,0,0,2
1489,0,1,2,0,0,2
1490,1,1,0,1,0,1
1491,1,1,1,0,0,1
1492,1,0,0,2,0,0
1493,0,1,2,0,0,2
1494,0,1,2,1,0,2
1495,1,1,0,0,0,0
1496,1,1,0,0,0,1
1497,0,1,0,0,0,2
1498,1,0,0,2,0,0
1499,1,1,0,0,0,1
1500,0,1,2,1,0,2
1501,0,1,0,0,0,2
1502,0,1,2,0,0,2
1503,0,1,2,0,0,2
1504,1,1,0,0,0,1
1505,0,1,0,0,0,2
1506,0,1,2,1,0,2
1507,1,1,0,0,0,1
1508,0,1,2,1,0,2
1509,0,1,2,1,0,2
1510,0,1,2,0,0,2
1511,0,1,0,1,0,2
1512,0,1,2,0,0,2
1513,0,1,2,2,0,2
1514,1,0,1,2,0,0
1515,1,1,0,1,0,0
1516,1,1,1,0,0,1
1517,0,1,2,0,0,2
1518,1,1,0,0,0,1
1519,1,1,0,1,0,1
1520,1,0,0,2,0,0
1521,1,1,0,0,0,1
1522,0,1,2,0,0,2
1523,0,1,2,0,0,2
1524,1,0,0,2,0,0
1525,1,1,0,1,0,1
1526,1,1,0,0,0,0
1527,0,1,2,0,0,2
1528,0,1,0,0,0,2
1529,1,1,0,0,0,1
1530,0,1,2,2,0,2
1531,1,1,1,1,0,1
1532,0,1,2,0,0,2
1533,0,1,2,0,0,2
1534,1,1,0,1,0,1
1535,0,1,2,1,0,2
1536,0,1,2,0,0,2
1537,1,0,1,2,0,0
1538,0,1,2,0,0,2
1539,0,1,0,0,0,2
1540,1,1,0,0,0,1
1541,1,0,1,2,0,0
1542,1,0,0,0,0,0
1543,0,1,2,0,0,2
1544,0,1,2,1,0,2
1545,1,1,1,0,0,1
1546,1,1,1,0,0,1
1547,1,1,0,0,0,0
1548,0,1,2,0,0,2
1549,1,0,0,2,0,0
1550,0,1,2,0,0,2
1551,1,0,1,2,0,0
1552,1,1,0,0,0,0
1553,0,1,2,0,0,2
1554,1,0,2,0,0,0
1555,1,0,0,2,0,0
1556,1,1,1,2,0,1
1557,1,1,0,0,0,1
1558,0,1,1,1,0,2
1559,0,1,2,0,0,2
1560,1,1,1,0,0,0
1561,0,1,2,0,0,2
1562,1,1,0,1,0,0
1563,1,1,1,1,0,1
1564,1,1,0,0,0,1
1565,1,1,0,0,0,1
1566,1,1,0,1,0,1
1567,0,1,2,1,0,2
1568,0,1,2,1,0,2
1569,0,1,2,0,0,2
1570,0,1,2,1,0,2
1571,0,1,2,0,0,2
1572,0,1,2,0,0,2
1573,1,1,1,0,0,1
1574,1,0,0,0,0,0
1575,1,1,1,0,0,0
1576,0,1,2,1,0,2
1577,0,1,2,1,0,2
1578,0,1,1,1,0,2
1579,0,1,2,0,0,2
1580,0,1,2,1,0,2
1581,1,1,1,0,0,0
1582,1,1,0,0,0,1
1583,1,0,0,2,0,0
1584,0,1,0,0,0,2
1585,1,1,0,0,0,1
1586,0,1,1,1,0,2
1587,0,1,2,0,0,2
1588,0,1,2,0,0,2
1589,1,1,0,0,0,1
1590,0,1,0,0,0,2
1591,0,1,2,1,0,2
1592,1,1,0,0,0,1
1593,1,1,0,1,0,1
1594,0,1,2,0,0,2
1595,0,1,2,0,0,2
1596,0,1,0,0,0,2
1597,1,1,0,1,0,1
1598,0,1,2,0,0,2
1599,0,1,2,0,0,2
1600,1,1,0,1,0,1
1601,0,1,2,0,0,2
1602,0,1,2,0,0,2
1603,1,1,1,0,0,1
1604,1,1,0,0,0,0
1605,0,1,2,0,0,2
1606,0,1,2,1,0,2
1607,0,1,2,0,0,2
1608,1,1,0,1,0,1
1609,0,1,1,1,0,2
1610,0,1,0,0,0,2
1611,0,1,2,0,0,2
1612,1,1,0,0,0,0
1613,1,1,0,0,0,1
1614,0,1,2,1,0,2
1615,0,1,2,0,0,2
1616,1,0,1,2,0,0
1617,1,1,0,1,0,1
1618,1,1,1,0,0,1
1619,1,1,0,0,0,1
1620,0,1,2,0,0,2
1621,0,1,2,0,0,2
1622,1,1,0,0,0,1
1623,0,1,0,0,0,2
1624,1,1,0,0,0,1
1625,0,1,2,0,0,2
1626,1,1,1,1,0,0
1627,1,1,1,0,0,1
1628,0,1,2,1,0,2
1629,0,1,2,0,0,2
1630,1,0,1,2,0,0
1631,0,1,2,1,0,2
1632,1,1,0,0,0,1
1633,0,1,2,0,0,2
1634,1,1,0,0,0,1
1635,0,1,2,2,0,2
1636,1,1,0,0,0,1
1637,1,1,1,0,0,1
1638,0,1,2,0,0,2
1639,1,1,1,0,0,1
1640,1,1,0,0,0,1
1641,1,1,0,0,0,1
1642,0,1,2,0,0,2
1643,1,1,0,0,0,1
1644,1,1,1,0,0,1
1645,0,1,2,0,0,2
1646,1,1,0,0,0,0
1647,1,1,0,0,0,1
1648,1,1,0,2,0,1
1649,1,1,0,1,0,0
1650,0,1,2,0,0,2
1651,1,0,1,2,0,0
1652,0,1,2,0,0,2
1653,1,1,0,0,0,1
1654,0,1,2,0,0,2
1655,1,1,1,0,0,1
1656,0,1,2,0,0,2
1657,1,1,0,0,0,1
1658,0,1,2,0,0,2
1659,1,1,0,0,0,1
1660,1,1,0,0,0,1
1661,1,1,0,2,0,1
1662,0,1,2,0,0,2
1663,0,1,0,0,0,2
1664,0,1,2,0,0,2
1665,1,1,1,0,0,0
1666,1,1,0,0,0,1
1667,1,1,0,0,0,1
1668,0,1,2,0,0,2
1669,1,1,1,0,0,0
1670,1,1,0,0,0,1
1671,1,0,1,2,0,0
1672,0,1,2,1,0,2
1673,1,1,0,0,0,1
1674,0,1,2,0,0,2
1675,1,0,0,2,0,0
1676,1,1,1,0,0,1
1677,1,1,0,0,0,1
1678,0,1,1,1,0,2
1679,0,1,0,0,0,2
1680,1,1,0,0,0,1
1681,1,1,0,1,0,1
1682,0,1,2,0,0,2
1683,1,1,0,0,0,1
1684,0,1,2,0,0,2
1685,0,1,2,0,0,2
1686,1,0,0,0,0,0
1687,1,0,1,2,0,0
1688,0,1,2,1,0,2
1689,0,1,2,0,0,2
1690,0,1,1,1,0,2
1691,1,1,0,0,0,1
1692,0,1,2,0,0,2
1693,0,1,2,0,0,2
1694,0,1,2,1,0,2
1695,1,1,0,1,0,1
1696,0,1,2,1,0,2
1697,0,1,2,0,0,2
1698,1,1,0,0,0,1
1699,1,1,0,0,0,1
1700,1,0,0,2,0,0
1701,0,1,2,0,0,2
1702,0,1,2,0,0,2
1703,0,1,2,1,0,2
1704,1,0,0,2,0,0
1705,0,1,2,0,0,2
1706,0,1,0,1,0,2
1707,1,1,1,0,0,0
1708,1,0,1,2,0,0
1709,0,1,2,0,0,2
1710,0,1,2,0,0,2
1711,1,1,0,1,0,0
1712,0,1,2,0,0,2
1713,1,0,0,0,0,0
1714,1,1,1,1,0,1
1715,1,1,1,0,0,0
1716,1,0,0,2,0,0
1717,1,1,0,0,0,1
1718,0,1,2,0,0,2
1719,0,1,2,0,0,2
1720,1,1,0,0,0,1
1721,1,1,2,1,0,1
1722,1,1,0,0,0,1
1723,1,1,0,0,0,0
1724,1,1,0,1,0,0
1725,1,1,0,0,0,1
1726,1,1,1,1,0,0
1727,0,1,2,1,0,2
1728,0,1,1,1,0,2
1729,1,1,1,0,0,1
1730,0,1,2,0,0,2
1731,1,0,0,2,0,0
1732,1,1,0,0,0,1
1733,0,1,0,0,0,2
1734,0,1,2,1,0,2
1735,1,1,1,1,0,1
1736,0,1,0,0,0,2
1737,0,1,2,0,0,2
1738,0,1,2,0,0,2
1739,1,1,1,0,0,1
1740,1,1,0,0,0,1
1741,0,1,2,1,0,2
1742,1,1,0,0,0,0
1743,0,1,0,2,0,2
1744,0,1,1,0,0,2
1745,0,1,2,0,0,2
1746,1,0,1,0,0,0
1747,1,1,0,0,0,0
1748,1,1,0,0,0,1
1749,1,1,0,1,0,1
1750,1,1,0,0,0,1
1751,1,1,0,1,0,1
1752,1,1,0,0,0,1
1753,0,1,2,1,0,2
1754,1,1,0,0,0,1
1755,0,1,2,1,0,2
1756,0,1,0,0,0,2
1757,0,1,0,0,0,2
1758,1,1,0,0,0,1
1759,1,0,0,2,0,0
1760,0,1,2,0,0,2
1761,0,1,2,0,0,2
1762,0,1,2,0,0,2
1763,0,1,0,0,0,2
1764,1,1,0,1,0,1
1765,0,1,2,1,0,2
1766,0,1,0,0,0,2
1767,1,1,1,0,0,0
1768,1,1,0,1,0,0
1769,1,1,0,0,0,1
1770,1,1,0,0,0,1
1771,0,1,2,0,0,2
1772,1,1,0,0,0,1
1773,0,1,0,0,0,2
1774,0,1,2,2,0,2
1775,1,1,1,1,0,1
1776,0,1,2,0,0,2
1777,0,1,2,0,0,2
1778,0,1,2,0,0,2
1779,0,1,1,0,0,2
1780,0,1,2,0,0,2
1781,1,1,0,0,0,1
1782,1,1,0,0,0,1
1783,1,0,0,2,0,0
1784,1,1,0,0,0,1
1785,1,1,0,1,0,0
1786,0,1,2,1,0,2
1787,1,0,1,2,0,0
1788,1,1,1,1,0,1
1789,0,1,2,0,0,2
1790,1,0,0,2,0,0
1791,1,0,0,2,0,0
1792,0,1,2,0,0,2
1793,0,1,2,0,0,2
1794,1,1,0,0,0,1
1795,1,1,0,0,0,1
1796,1,1,1,0,0,1
1797,1,0,1,1,0,0
1798,1,1,0,1,0,1
1799,1,1,0,0,0,0
1800,0,1,2,1,0,2
1801,0,1,2,1,0,2
1802,1,1,0,0,0,1
1803,0,1,0,2,0,2
1804,0,1,2,1,0,2
1805,0,1,2,1,0,2
1806,1,1,0,1,0,0
1807,0,1,2,0,0,2
1808,0,1,2,1,0,2
1809,1,1,0,1,0,1
1810,0,1,2,0,0,2
1811,1,1,0,0,0,1
1812,1,1,1,1,0,1
1813,0,1,2,1,0,2
1814,1,1,0,0,0,1
1815,0,1,0,0,0,2
1816,1,0,0,2,0,0
1817,1,1,0,0,0,0
1818,0,1,2,0,0,2
1819,0,1,2,0,0,2
1820,0,1,2,1,0,2
1821,0,1,2,0,0,2
1822,0,1,2,1,0,2
1823,0,1,2,0,0,2
1824,1,1,0,0,0,1
1825,1,1,0,0,0,1
1826,0,1,2,0,0,2
1827,1,1,0,0,0,1
1828,1,1,1,0,0,0
1829,1,1,0,0,0,1
1830,0,1,2,0,0,2
1831,1,0,1,2,0,0
1832,1,0,0,2,0,0
1833,0,1,2,0,0,2
1834,1,1,0,0,0,1
1835,0,1,2,0,0,2
1836,1,0,1,1,0,0
1837,0,1,2,0,0,2
1838,1,0,1,2,0,0
1839,1,0,0,2,0,0
1840,0,1,2,0,0,2
1841,1,1,1,0,0,1
1842,1,1,0,0,0,1
1843,1,1,1,1,0,1
1844,0,1,2,0,0,2
1845,0,1,2,0,0,2
1846,0,1,2,0,0,2
1847,0,1,2,0,0,2
1848,1,1,1,0,0,0
1849,1,1,0,0,0,1
1850,0,1,2,0,0,2
1851,1,1,0,1,0,1
1852,0,1,2,0,0,2
1853,1,1,0,0,0,1
1854,0,1,2,0,0,2
1855,0,1,2,0,0,2
1856,0,1,2,1,0,2
1857,0,1,2,0,0,2
1858,0,1,0,0,0,2
1859,0,1,2,0,0,2
1860,1,1,1,0,0,1
1861,1,0,0,2,0,0
1862,1,1,0,1,0,1
1863,0,1,2,1,0,2
1864,0,1,1,0,0,2
1865,0,1,2,0,0,2
1866,1,0,0,0,0,0
1867,1,1,0,0,0,0
1868,0,1,1,1,0,2
1869,1,0,0,2,0,0
1870,0,1,2,0,0,2
1871,1,1,0,1,0,0
1872,1,1,0,1,0,1
1873,1,1,1,0,0,0
1874,0,1,0,0,0,2
1875,1,1,0,1,0,1
1876,0,1,0,0,0,2
1877,1,1,0,1,0,1
1878,1,0,0,2,0,0
1879,1,1,0,1,0,1
1880,0,1,2,1,0,2
1881,0,1,2,1,0,2
1882,0,1,2,1,0,2
1883,0,1,2,0,0,2
1884,0,1,0,0,0,2
1885,1,1,0,0,0,1
1886,0,1,2,0,0,2
1887,0,1,2,0,0,2
1888,1,1,0,0,0,1
1889,0,1,2,0,0,2
1890,1,1,0,1,0,1
1891,1,1,0,0,0,1
1892,0,1,2,0,0,2
1893,0,1,2,0,0,2
1894,0,1,2,0,0,2
1895,1,1,0,0,0,1
1896,1,1,0,0,0,1
1897,0,1,2,1,0,2
1898,1,1,0,0,0,1
1899,1,1,0,0,0,1
1900,1,1,0,0,0,1
1901,1,1,1,0,0,1
1902,1,1,0,0,0,1
1903,0,1,2,0,0,2
1904,0,1,2,0,0,2
1905,1,1,0,0,0,1
1906,1,1,1,0,0,1
1907,0,1,2,0,0,2
1908,0,1,2,1,0,2
1909,1,1,0,0,0,0
1910,1,1,0,0,0,1
1911,0,1,2,1,0,2
1912,1,1,0,0,0,1
1913,0,1,2,0,0,2
1914,1,1,0,0,0,1
1915,0,1,2,0,0,2
1916,1,1,0,0,0,1
1917,0,1,1,0,0,2
1918,1,0,0,0,0,0
1919,1,1,0,0,0,1
1920,0,1,2,1,0,2
1921,1,1,0,0,0,1
1922,0,1,2,0,0,2
